rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err
24,10601284,K00749.03,Kepler-226 d,CONFIRMED,Active,2017-05-10,CANDIDATE,0.9710,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,8.109048070,6.7870000e-05,-6.7870000e-05,132.8031000,7.160000e-03,-7.160000e-03,2454965.803,7.160000e-03,-7.160000e-03,0,,,,,,0.0250,0.4250,-0.0250,3.59600,0.19800,-0.19800,,,,2.1740e+02,1.680e+01,-1.680e+01,0.013127,8.700000e-04,-5.030000e-04,1.53020,0.23293,-0.63643,LS+MCMC,1.30,9.000e-02,-1.200e-01,0.0743,,,89.92,,,800.0,,,97.03,19.90,-22.09,17.460000,2.700000,-2.700000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1860,0.5256,q1_q17_dr25_koi,4.4343820,9.7768520,14.10,3,141,3,q1_q17_dr25_tce,11111111111111111000000000000000,0.77420,Mandel and Agol (2002 ApJ 580 171),,,010/010601/010601284/dv/kplr010601284-20160209194854_dvr.pdf,010/010601/010601284/dv/kplr010601284-003-20160209194854_dvs.pdf,5185.00,85.00,-77.00,4.440,0.098,-0.045,0.1600,0.1500,-0.1500,0.9100,0.0570,-0.0860,0.8310,0.0580,-0.0320,,,,q1_q17_dr25_stellar,292.376130,47.880989,15.416,15.988,15.363,15.172,15.093,14.114,13.724,13.633,0.013,19.491847000,0.000047000,47.88095000,0.00043000,3.80000,1.70000,-0.10000,1.60000,-7.200000e-04,3.20000e-04,2.000000e-05,2.90000e-04,-0.1100,0.9300,-0.1400,0.5600,0.1800,0.8700,-0.1500,0.9900,-0.1500,0.5600,0.2200,0.9600
26,10662202,K00750.01,Kepler-662 b,CONFIRMED,Active,2017-05-10,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,21.676991930,7.0100000e-05,-7.0100000e-05,171.5359400,2.580000e-03,-2.580000e-03,2455004.536,2.580000e-03,-2.580000e-03,0,,,,,,0.8960,0.0100,-0.6630,3.45550,0.06560,-0.06560,,,,8.5720e+02,2.710e+01,-2.710e+01,0.032666,2.100000e-05,-5.743000e-03,0.60007,4.80948,-0.06216,LS+MCMC,2.95,1.200e-01,-2.300e-01,0.1408,,,87.91,,,530.0,,,18.64,2.78,-3.80,24.600000,11.600000,-11.600000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1451,0.5820,q1_q17_dr25_koi,5.9119440,24.5407300,34.30,4,62,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.61830,Mandel and Agol (2002 ApJ 580 171),,,010/010662/010662202/dv/kplr010662202-20160209194854_dvr.pdf,010/010662/010662202/dv/kplr010662202-001-20160209194854_dvs.pdf,4954.00,79.00,-79.00,4.500,0.075,-0.020,0.1800,0.1500,-0.1500,0.8280,0.0320,-0.0650,0.7910,0.0500,-0.0290,,,,q1_q17_dr25_stellar,290.465120,47.929180,15.377,16.172,15.343,15.036,14.826,13.810,13.298,13.201,0.103,19.364357000,0.000012000,47.92911000,0.00012000,0.54000,0.43000,-0.26000,0.43000,-6.400000e-04,3.70000e-04,0.000000e+00,3.70000e-04,-0.1000,0.1200,-0.0400,0.2100,0.1100,0.1600,-0.2800,0.1300,-0.2300,0.2100,0.3600,0.1900
27,10682541,K00751.01,Kepler-663 b,CONFIRMED,Active,2017-05-10,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,4.996779680,1.3890000e-05,-1.3890000e-05,171.7420800,2.190000e-03,-2.190000e-03,2455004.742,2.190000e-03,-2.190000e-03,0,,,,,,0.7100,0.0060,-0.5330,2.17170,0.07620,-0.07620,,,,9.3470e+02,3.970e+01,-3.970e+01,0.030014,4.603000e-03,-2.436000e-03,1.71827,2.68075,-1.40683,LS+MCMC,2.78,5.200e-01,-2.300e-01,0.0559,,,86.90,,,917.0,,,166.95,102.06,-42.14,13.140000,5.100000,-5.100000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1860,0.5256,q1_q17_dr25_koi,4.1325640,24.2833270,28.20,1,208,1,q1_q17_dr25_tce,01111101110111011000000000000000,0.03600,Mandel and Agol (2002 ApJ 580 171),,,010/010682/010682541/dv/kplr010682541-20160209194854_dvr.pdf,010/010682/010682541/dv/kplr010682541-001-20160209194854_dvs.pdf,5339.00,175.00,-159.00,4.552,0.034,-0.136,0.1800,0.2000,-0.3000,0.8470,0.1610,-0.0690,0.9310,0.0630,-0.0940,,,,q1_q17_dr25_stellar,297.808260,47.946671,15.861,16.577,15.805,15.554,15.445,14.448,14.018,13.903,0.998,19.853891000,0.000012000,47.94662000,0.00013000,0.26000,0.45000,-0.17000,0.48000,2.000000e-05,4.50000e-04,1.000000e-05,4.90000e-04,-0.1400,0.1800,0.1700,0.2600,0.2200,0.2500,-0.0600,0.1900,0.1000,0.2200,0.1100,0.2200
28,11460018,K00769.01,Kepler-671 b,CONFIRMED,Active,2017-05-10,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,4.280963604,6.1410000e-06,-6.1410000e-06,171.8965900,1.150000e-03,-1.150000e-03,2455004.897,1.150000e-03,-1.150000e-03,0,,,,,,0.4240,0.1120,-0.3560,2.87500,0.04200,-0.04200,,,,7.5080e+02,1.410e+01,-1.410e+01,0.025377,1.410000e-04,-9.350000e-04,1.24482,0.45410,-0.15577,LS+MCMC,2.30,5.800e-01,-1.900e-01,0.0503,,,87.72,,,1012.0,,,247.87,182.24,-63.32,10.640000,3.900000,-3.900000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2676,0.3928,q1_q17_dr25_koi,6.7006826,52.9132420,61.80,1,311,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.43020,Mandel and Agol (2002 ApJ 580 171),,,011/011460/011460018/dv/kplr011460018-20160209194854_dvr.pdf,011/011460/011460018/dv/kplr011460018-001-20160209194854_dvs.pdf,5644.00,152.00,-169.00,4.564,0.032,-0.168,-0.1400,0.3000,-0.3000,0.8310,0.2070,-0.0690,0.9280,0.0940,-0.1150,,,,q1_q17_dr25_stellar,294.265810,49.314091,15.356,15.926,15.314,15.112,15.033,14.121,13.756,13.769,0.000,19.617710600,0.000005300,49.31410200,0.00005100,-0.33000,0.19000,0.04000,0.18000,7.300000e-04,1.40000e-04,6.000000e-05,1.40000e-04,0.0030,0.0890,-0.0650,0.0880,0.0660,0.0880,-0.0150,0.0890,0.1580,0.0880,0.1580,0.0880
32,11507101,K00773.01,Kepler-672 b,CONFIRMED,Active,2017-05-10,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_koi,CENT_KIC_POS,38.377548600,1.6020000e-04,-1.6020000e-04,172.8204800,3.380000e-03,-3.380000e-03,2455005.820,3.380000e-03,-3.380000e-03,0,,,,,,0.4680,0.4610,-0.2670,5.58800,0.11300,-0.11300,,,,7.2420e+02,2.340e+01,-2.340e+01,0.024901,1.840000e-04,-1.271000e-03,1.40588,0.66103,-0.15885,LS+MCMC,2.82,3.700e-01,-3.400e-01,0.2163,,,89.44,,,529.0,,,18.53,6.72,-4.93,47.800000,22.500000,-22.500000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2240,0.4695,q1_q17_dr25_koi,10.3528980,31.9464870,34.70,1,37,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.38890,Mandel and Agol (2002 ApJ 580 171),,,011/011507/011507101/dv/kplr011507101-20160209194854_dvr.pdf,011/011507/011507101/dv/kplr011507101-001-20160209194854_dvs.pdf,5481.00,82.00,-74.00,4.369,0.121,-0.099,0.1600,0.1500,-0.1500,1.0360,0.1380,-0.1240,0.9150,0.0610,-0.0420,,,,q1_q17_dr25_stellar,291.722020,49.480869,15.172,15.654,15.089,14.965,14.874,13.962,13.639,13.497,0.000,19.448144200,0.000008200,49.48061800,0.00008500,0.36000,0.29000,-0.91000,0.31000,6.700000e-04,2.10000e-04,-1.040000e-03,2.20000e-04,-0.8500,0.3100,1.5400,0.4900,1.7600,0.5600,-0.0100,0.1300,0.0400,0.1600,0.0400,0.1400
33,10910878,K00757.02,Kepler-229 d,CONFIRMED,Active,2017-05-10,CANDIDATE,0.9920,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,41.197255020,9.3450000e-05,-9.3450000e-05,165.0040400,1.710000e-03,-1.710000e-03,2454998.004,1.710000e-03,-1.710000e-03,0,,,,,,0.0450,0.3370,-0.0450,4.62970,0.06330,-0.06330,,,,2.2139e+03,4.550e+01,-4.550e+01,0.041693,1.180000e-03,-6.130000e-04,3.94710,0.11711,-0.98055,LS+MCMC,3.86,1.500e-01,-3.300e-01,0.2170,,,89.96,,,439.0,,,8.76,1.27,-1.90,70.750000,2.100000,-2.100000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1451,0.5820,q1_q17_dr25_koi,11.9181610,37.8775670,51.20,3,26,2,q1_q17_dr25_tce,11111110111011101000000000000000,0.15510,Mandel and Agol (2002 ApJ 580 171),,,010/010910/010910878/dv/kplr010910878-20160209194854_dvr.pdf,010/010910/010910878/dv/kplr010910878-002-20160209194854_dvs.pdf,5031.00,75.00,-83.00,4.485,0.083,-0.028,0.1600,0.1500,-0.1500,0.8480,0.0330,-0.0720,0.8010,0.0520,-0.0300,,,,q1_q17_dr25_stellar,286.999480,48.375790,15.841,16.559,15.770,15.534,15.368,14.363,13.868,13.785,0.123,19.133286100,0.000008400,48.37579000,0.00008000,-0.43000,0.30000,0.00000,0.29000,1.110000e-03,7.30000e-04,1.200000e-04,7.90000e-04,0.1200,0.1900,0.0000,0.1300,0.1200,0.1900,0.0700,0.2000,0.0300,0.1600,0.0800,0.1600
34,10910878,K00757.03,Kepler-229 b,CONFIRMED,Active,2017-05-10,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,6.252962249,9.5770000e-06,-9.5770000e-06,171.3012600,1.170000e-03,-1.170000e-03,2455004.301,1.170000e-03,-1.170000e-03,0,,,,,,0.1050,0.3290,-0.1050,2.58190,0.04260,-0.04260,,,,1.0369e+03,2.450e+01,-2.450e+01,0.028604,1.027000e-03,-4.840000e-04,3.28707,0.14618,-1.14248,LS+MCMC,2.65,1.000e-01,-2.300e-01,0.0617,,,89.68,,,823.0,,,108.30,15.73,-23.44,18.940000,0.842000,-0.842000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1451,0.5820,q1_q17_dr25_koi,5.8342640,35.9625200,47.10,3,167,3,q1_q17_dr25_tce,11111110111011101000000000000000,0.75870,Mandel and Agol (2002 ApJ 580 171),,,010/010910/010910878/dv/kplr010910878-20160209194854_dvr.pdf,010/010910/010910878/dv/kplr010910878-003-20160209194854_dvs.pdf,5031.00,75.00,-83.00,4.485,0.083,-0.028,0.1600,0.1500,-0.1500,0.8480,0.0330,-0.0720,0.8010,0.0520,-0.0300,,,,q1_q17_dr25_stellar,286.999480,48.375790,15.841,16.559,15.770,15.534,15.368,14.363,13.868,13.785,0.236,19.133287800,0.000009600,48.37583200,0.00009000,-0.36000,0.34000,0.15000,0.33000,4.200000e-04,3.30000e-04,-9.000000e-05,3.20000e-04,0.0300,0.1600,0.0500,0.1400,0.0600,0.1600,-0.0200,0.1200,0.0500,0.1300,0.0500,0.1300
35,10987985,K00758.01,Kepler-665 b,CONFIRMED,Active,2017-05-10,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,16.013084190,4.8540000e-05,-4.8540000e-05,176.3608000,2.430000e-03,-2.430000e-03,2455009.361,2.430000e-03,-2.430000e-03,0,,,,,,0.7990,0.0970,-0.5510,3.25540,0.07910,-0.07910,,,,1.1219e+03,3.940e+01,-3.940e+01,0.034369,3.169000e-03,-4.367000e-03,1.10942,3.17981,-0.14515,LS+MCMC,3.10,3.400e-01,-3.100e-01,0.1148,,,88.14,,,593.0,,,29.31,11.77,-8.24,24.700000,11.800000,-11.800000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1496,0.5746,q1_q17_dr25_koi,8.4689950,31.0665070,33.20,1,65,1,q1_q17_dr25_tce,11101101110111011000000000000000,0.85550,Mandel and Agol (2002 ApJ 580 171),,,010/010987/010987985/dv/kplr010987985-20160209194854_dvr.pdf,010/010987/010987985/dv/kplr010987985-001-20160209194854_dvs.pdf,5015.00,164.00,-149.00,4.499,0.092,-0.115,0.1000,0.2500,-0.2500,0.8260,0.0910,-0.0820,0.7850,0.0850,-0.0560,,,,q1_q17_dr25_stellar,297.025630,48.478588,15.390,16.223,15.342,15.033,14.903,13.855,13.323,13.214,0.167,19.801708000,0.000013000,48.47849000,0.00013000,-0.03000,0.47000,-0.36000,0.46000,-2.000000e-05,5.50000e-04,5.400000e-04,5.40000e-04,-0.0600,0.1300,-0.2100,0.1300,0.2200,0.1300,-0.1800,0.1300,-0.0800,0.1100,0.1900,0.1300
36,11018648,K00759.01,Kepler-230 b,CONFIRMED,Active,2017-05-10,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,32.628766720,5.8010000e-05,-5.8010000e-05,194.1019000,1.380000e-03,-1.380000e-03,2455027.102,1.380000e-03,-1.380000e-03,0,,,,,,0.0210,0.4020,-0.0210,4.79710,0.05800,-0.05800,,,,1.8048e+03,2.540e+01,-2.540e+01,0.038520,9.710000e-04,-3.650000e-04,2.79093,0.07518,-0.76489,LS+MCMC,3.36,7.600e-01,-3.300e-01,0.1889,,,89.98,,,506.0,,,15.55,10.51,-4.18,53.950000,1.500000,-1.500000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2521,0.4210,q1_q17_dr25_koi,14.0889000,61.3723030,80.00,2,34,1,q1_q17_dr25_tce,11111110111011101000000000000000,0.63860,Mandel and Agol (2002 ApJ 580 171),,,011/011018/011018648/dv/kplr011018648-20160209194854_dvr.pdf,011/011018/011018648/dv/kplr011018648-001-20160209194854_dvs.pdf,5586.00,152.00,-152.00,4.560,0.050,-0.150,-0.3000,0.3000,-0.3000,0.7980,0.1810,-0.0770,0.8440,0.0970,-0.0780,,,,q1_q17_dr25_stellar,285.718540,48.505859,15.082,15.640,15.040,14.842,14.765,13.824,13.370,13.299,0.047,19.047895100,0.000007100,48.50581200,0.00006100,-0.25000,0.26000,-0.17000,0.22000,7.900000e-04,4.50000e-04,-1.600000e-04,4.20000e-04,0.0370,0.0890,0.0700,0.1300,0.0800,0.1100,0.1210,0.0930,-0.0900,0.1200,0.1500,0.1100
37,11018648,K00759.02,Kepler-230 c,CONFIRMED,Active,2017-05-10,CANDIDATE,0.9780,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,91.773286200,7.5180000e-04,-7.5180000e-04,193.8378000,6.430000e-03,-6.430000e-03,2455026.838,6.430000e-03,-6.430000e-03,0,,,,,,0.6060,0.3350,-0.4000,6.47300,0.20400,-0.20400,,,,6.5200e+02,3.620e+01,-3.620e+01,0.024320,7.051000e-03,-1.216000e-03,1.60558,1.35632,-1.45250,LS+MCMC,2.12,4.800e-01,-2.100e-01,0.3764,,,89.61,,,359.0,,,3.92,2.64,-1.06,89.400000,37.800000,-37.800000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2521,0.4210,q1_q17_dr25_koi,6.9461374,14.6785950,19.10,2,11,2,q1_q17_dr25_tce,11111110111011101000000000000000,0.76680,Mandel and Agol (2002 ApJ 580 171),,,011/011018/011018648/dv/kplr011018648-20160209194854_dvr.pdf,011/011018/011018648/dv/kplr011018648-002-20160209194854_dvs.pdf,5586.00,152.00,-152.00,4.560,0.050,-0.150,-0.3000,0.3000,-0.3000,0.7980,0.1810,-0.0770,0.8440,0.0970,-0.0780,,,,q1_q17_dr25_stellar,285.718540,48.505859,15.082,15.640,15.040,14.842,14.765,13.824,13.370,13.299,0.599,19.047889000,0.000030000,48.50571000,0.00026000,-0.50000,1.10000,-0.52000,0.94000,4.100000e-04,6.50000e-04,1.600000e-04,5.70000e-04,-0.3600,0.3500,-0.4100,0.5900,0.5500,0.6000,-0.3500,0.3700,-0.5500,0.6400,0.6500,0.6600
40,11153539,K00762.01,Kepler-666 b,CONFIRMED,Active,2017-05-10,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,4.498765110,1.7770000e-05,-1.7770000e-05,171.3490500,3.000000e-03,-3.000000e-03,2455004.349,3.000000e-03,-3.000000e-03,0,,,,,,0.3120,0.1540,-0.3120,3.73620,0.09340,-0.09340,,,,4.6000e+02,1.750e+01,-1.750e+01,0.019817,4.580000e-04,-7.890000e-04,0.67106,0.14046,-0.19399,LS+MCMC,2.10,6.500e-01,-2.200e-01,0.0542,,,88.00,,,1133.0,,,389.62,365.71,-117.40,8.950000,1.900000,-1.900000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2889,0.3511,q1_q17_dr25_koi,4.4358330,26.5015810,29.50,1,238,1,q1_q17_dr25_tce,11111101110111011000000000000000,0.16940,Mandel and Agol (2002 ApJ 580 171),,,011/011153/011153539/dv/kplr011153539-20160209194854_dvr.pdf,011/011153/011153539/dv/kplr011153539-001-20160209194854_dvs.pdf,6075.00,189.00,-210.00,4.486,0.052,-0.208,-0.1200,0.2500,-0.3500,0.9690,0.3000,-0.1000,1.0480,0.1390,-0.1390,,,,q1_q17_dr25_stellar,298.456850,48.791592,15.395,15.874,15.335,15.190,15.084,14.199,13.853,13.807,0.281,19.897146000,0.000013000,48.79174000,0.00013000,0.83000,0.47000,0.54000,0.46000,-2.400000e-04,2.10000e-04,-1.000000e-04,2.10000e-04,0.0900,0.2100,-0.1200,0.1700,0.1500,0.2200,0.1800,0.2500,0.0400,0.2000,0.1900,0.2400
42,9579641,K00115.01,Kepler-105 b,CONFIRMED,Active,2017-05-10,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,5.412203927,3.0520000e-06,-3.0520000e-06,133.1430890,4.680000e-04,-4.680000e-04,2454966.143,4.680000e-04,-4.680000e-04,0,,,,,,0.7870,0.0050,-0.5650,2.94720,0.02400,-0.02400,,,,6.0160e+02,4.000e+00,-4.000e+00,0.024775,6.000000e-05,-1.886000e-03,0.51087,1.25402,-0.00404,LS+MCMC,2.94,4.300e-01,-3.800e-01,0.0591,,,85.12,,,1093.0,,,337.68,137.29,-102.18,9.250000,4.500000,-4.500000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2676,0.3928,q1_q17_dr25_koi,46.4750860,163.4761400,166.70,3,244,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.22650,Mandel and Agol (2002 ApJ 580 171),,,009/009579/009579641/dv/kplr009579641-20160209194854_dvr.pdf,009/009579/009579641/dv/kplr009579641-001-20160209194854_dvs.pdf,5779.00,104.00,-115.00,4.339,0.132,-0.108,-0.0600,0.1500,-0.1500,1.0870,0.1570,-0.1420,0.9410,0.0740,-0.0540,,,,q1_q17_dr25_stellar,287.887330,46.276241,12.791,13.111,12.732,12.654,12.648,11.811,11.555,11.503,0.000,19.192488200,0.000001900,46.27619200,0.00001900,0.00700,0.07000,-0.17500,0.06800,-5.200000e-05,4.30000e-05,-1.370000e-04,4.20000e-05,-0.0300,0.0790,0.0800,0.1100,0.0800,0.1100,-0.1600,0.0780,-0.1800,0.1300,0.2400,0.1100
43,11304958,K00764.01,Kepler-667 b,CONFIRMED,Active,2017-05-10,CANDIDATE,0.9980,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,41.439586620,7.5570000e-05,-7.5570000e-05,208.9320300,1.420000e-03,-1.420000e-03,2455041.932,1.420000e-03,-1.420000e-03,0,,,,,,0.3550,0.0400,-0.3550,10.59890,0.08800,-0.08800,,,,2.7931e+03,2.260e+01,-2.260e+01,0.048175,2.840000e-04,-1.083000e-03,0.28189,0.06167,-0.03545,LS+MCMC,5.50,1.570e+00,-9.600e-01,0.2288,,,89.31,,,516.0,,,16.72,14.66,-6.64,29.470000,6.400000,-6.400000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2240,0.4695,q1_q17_dr25_koi,27.7885970,124.5249200,141.10,1,33,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.47760,Mandel and Agol (2002 ApJ 580 171),,,011/011304/011304958/dv/kplr011304958-20160209194854_dvr.pdf,011/011304/011304958/dv/kplr011304958-001-20160209194854_dvs.pdf,5468.00,180.00,-164.00,4.367,0.153,-0.187,0.2200,0.2000,-0.3000,1.0460,0.2970,-0.1830,0.9300,0.0920,-0.0740,,,,q1_q17_dr25_stellar,295.555050,49.017342,15.400,16.068,15.320,15.114,14.996,13.948,13.596,13.519,0.043,19.703669900,0.000002900,49.01729700,0.00003300,0.00000,0.10000,-0.15000,0.12000,-2.200000e-04,3.20000e-04,-4.000000e-04,4.00000e-04,-0.0290,0.0820,-0.0720,0.0920,0.0780,0.0960,-0.0490,0.0830,-0.0690,0.0890,0.0850,0.0940
44,11391957,K00765.01,Kepler-668 b,CONFIRMED,Active,2017-05-10,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,8.353895230,1.5240000e-05,-1.5240000e-05,171.6325700,1.330000e-03,-1.330000e-03,2455004.633,1.330000e-03,-1.330000e-03,0,,,,,,0.0230,0.4230,-0.0230,2.25140,0.05180,-0.05180,,,,1.0416e+03,2.820e+01,-2.820e+01,0.029305,9.550000e-04,-5.320000e-04,6.73215,0.38293,-2.25954,LS+MCMC,2.52,5.400e-01,-2.400e-01,0.0768,,,89.95,,,790.0,,,91.90,59.06,-24.15,29.180000,1.700000,-1.700000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2521,0.4210,q1_q17_dr25_koi,5.6967807,36.3497400,43.40,1,127,1,q1_q17_dr25_tce,11111110111011101000000000000000,0.50470,Mandel and Agol (2002 ApJ 580 171),,,011/011391/011391957/dv/kplr011391957-20160209194854_dvr.pdf,011/011391/011391957/dv/kplr011391957-001-20160209194854_dvs.pdf,5592.00,152.00,-152.00,4.582,0.036,-0.144,-0.2800,0.3000,-0.3000,0.7870,0.1690,-0.0730,0.8620,0.0890,-0.0970,,,,q1_q17_dr25_stellar,285.499240,49.277351,15.317,15.862,15.267,15.083,14.985,13.996,13.582,13.533,0.645,19.033292000,0.000010000,49.27737500,0.00009900,0.32000,0.36000,0.09000,0.36000,-2.500000e-04,3.70000e-04,-9.000000e-05,3.70000e-04,0.0000,0.1100,0.0900,0.1400,0.0900,0.1400,0.0400,0.1100,-0.1700,0.1400,0.1700,0.1300
45,11403044,K00766.01,Kepler-669 b,CONFIRMED,Active,2017-05-10,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,4.125543472,3.1330000e-06,-3.1330000e-06,169.7525850,6.130000e-04,-6.130000e-04,2455002.753,6.130000e-04,-6.130000e-04,0,,,,,,0.5970,0.2350,-0.3670,3.17440,0.03620,-0.03620,,,,1.4873e+03,1.330e+01,-1.330e+01,0.036796,2.630000e-03,-1.282000e-03,0.67162,0.43306,-0.44111,LS+MCMC,4.43,1.440e+00,-5.100e-01,0.0529,,,85.95,,,1243.0,,,565.35,542.47,-188.14,8.450000,2.700000,-2.700000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.3024,0.3288,q1_q17_dr25_koi,9.3875550,94.7097900,128.60,1,323,1,q1_q17_dr25_tce,01111111111111111000000000000000,0.60430,Mandel and Agol (2002 ApJ 580 171),,,011/011403/011403044/dv/kplr011403044-20160209194854_dvr.pdf,011/011403/011403044/dv/kplr011403044-001-20160209194854_dvs.pdf,6174.00,173.00,-239.00,4.417,0.056,-0.210,0.1000,0.2000,-0.3000,1.1030,0.3580,-0.1280,1.1620,0.1580,-0.1580,,,,q1_q17_dr25_stellar,291.936160,49.253979,15.506,15.977,15.453,15.305,15.253,14.380,14.083,14.198,0.431,19.462413300,0.000003500,49.25400100,0.00003400,0.07000,0.12000,0.07000,0.12000,-1.200000e-04,1.70000e-04,-9.000000e-05,1.80000e-04,-0.0340,0.0710,0.0090,0.0710,0.0350,0.0710,-0.0660,0.0720,0.0360,0.0750,0.0750,0.0730
